name,country,industry,revenue,revenue_musd,cost_musd,margin_pct,employee_count,co2_emissions,total_emissions,water_usage,waste_generated,renewable_energy_percent,injury_rate,training_hours,living_wage_ratio,gender_diversity_percent,board_diversity,board_independence,transparency_score,anti_corruption_policy,delivery_efficiency,energy_efficiency,waste_management_score,pollution_control,community_engagement,worker_safety,diversity_inclusion_score,supplier_diversity,traceability,quality_control_score,wage_fairness,human_rights_index,geopolitical_risk,climate_risk,labor_dispute_risk,corruption_risk,ethics_program,compliance_systems,risk_factor,risk_penalty,ethical_score,environmental_score,social_score,governance_score,risk_level,composite_score,finalScore,completeness_ratio
Innovative Energy Network LLC (Batch 2),Germany,Chemicals,1657.3,1657.3,1191.6,28.1,6566,247560,247560,51711,1969,17.4,2.46,29.9,1.06,35.2,27.2,44.4,82.3,true,0.91,0.5,0.61,0.48,0.61,0.78,0.63,0.8,0.9,0.64,0.61,0.65,0.22,0.25,0.2,0.58,0.93,0.81,0.22,0,67.9,65.2,62.8,76.6,low,67.9,67.9,0.81
Green Construction Corp  (Batch 2),China,Food & Beverage,2806.7,2806.7,2590.6,7.7,20550,133106,133106,67900,1118,27.6,2.31,22,1.09,32,35.8,71.6,73.8,true,0.75,0.84,0.93,0.53,0.8,0.87,0.67,0.72,0.56,0.87,0.89,0.64,0.27,0.25,0.24,0.51,0.52,0.68,0.25,0,72.9,78.3,66.1,72.5,low,72.9,72.9,0.81
Next Technology Inc Corp. (Batch 2),India,Chemicals,4234.8,4234.8,3980.7,6,21179,132897,132897,51328,1665,1.5,1.32,27.5,0.97,50.5,36.3,72.4,83.4,false,0.77,0.75,0.64,0.77,0.74,0.66,0.47,0.89,0.8,0.64,0.66,0.87,0.19,0.21,0.19,0.57,0.61,0.92,0.2,0,67.7,70.5,67.3,64.4,low,67.7,67.7,0.81
Advanced Energy Limited Corp. (Batch 2),France,Textiles & Apparel,1735.2,1735.2,1509.6,13,8929,104512,104512,36182,755,49,1.48,26.9,1.26,50.6,50.1,62,77,true,0.73,0.91,0.82,0.59,0.75,0.69,0.64,0.76,0.64,0.51,0.6,0.79,0.45,0.47,0.44,0.29,0.7,0.86,0.45,225,0,84.7,74.6,81.6,medium,80.7,0,0.81
Apex Technology Manufacturing Corp. (Batch 2),Canada,Construction,4776.7,4776.7,4041.1,15.4,26826,144761,144761,53249,1577,1.3,1.55,44.3,1.43,35.1,37.9,58.5,62.3,true,0.71,0.78,0.6,0.42,0.89,0.58,0.89,0.78,0.64,0.94,0.62,0.65,0.32,0.37,0.31,0.22,0.8,0.56,0.33,45,29.9,70.4,82.6,73.2,medium,74.9,29.9,0.81
Eco Pharmaceuticals Limited LLC (Batch 2),China,Pharmaceuticals,4362.2,4362.2,3127.7,28.3,12320,73380,73380,29528,690,35.5,0.82,13.3,0.81,43.7,32.4,77.7,64.6,true,0.77,0.74,0.72,0.63,0.83,0.68,0.49,0.86,0.88,0.9,0.9,0.56,0.57,0.55,0.54,0.43,0.83,0.71,0.55,375,0,80.7,67.2,76.5,high,75.4,0,0.81
Titan Pharmaceuticals Systems  (Batch 2),United States,Food & Beverage,573.3,573.3,404.2,29.5,3035,141306,141306,44736,1053,42.5,1.67,32.3,0.88,30.5,40.1,59.3,57.5,false,0.61,0.5,0.68,0.71,0.77,0.92,0.76,0.47,0.75,0.51,0.64,0.85,0.35,0.38,0.33,0.41,0.73,0.73,0.35,75,0,72.8,68.7,57.1,medium,66.8,0,0.81
Next Automotive Industries Co. (Batch 2),India,Manufacturing,242.3,242.3,219,9.6,1573,150008,150008,37592,1140,26.2,1.38,25.6,1.38,34.4,31.9,64.9,82.6,true,0.85,0.68,0.64,0.4,0.78,0.91,0.8,0.44,0.9,0.69,0.73,0.67,0.71,0.73,0.71,0.56,0.65,0.52,0.72,630,0,67.9,81.4,72.1,critical,73.2,0,0.81
Superior Textiles & Apparel Limited Ltd. (Batch 2),Singapore,Energy,2340.6,2340.6,1877.2,19.8,8050,430923,430923,62860,3494,34.7,0.81,20.2,0.8,49,57.4,76.3,77.4,true,0.72,0.67,0.5,0.65,0.47,0.87,0.46,0.81,0.74,0.91,0.95,0.78,0.64,0.7,0.62,0.29,0.92,0.59,0.65,525,0,70.4,66.3,84.2,high,73.3,0,0.81
Future Automotive Network Co. (Batch 2),Japan,Pharmaceuticals,1889,1889,1702,9.9,11624,97669,97669,21397,546,63.1,0.59,44.3,1.33,41.2,56.4,48.2,54.7,false,0.67,0.84,0.89,0.72,0.76,0.5,0.67,0.63,0.78,0.88,0.59,0.9,0.65,0.66,0.62,0.2,0.5,0.56,0.64,510,0,88.9,84.7,53.3,high,77,0,0.81
Premium Energy Works Corp. (Batch 2),China,Electronics,130.9,130.9,87.3,33.3,878,158769,158769,42169,945,68.3,0.45,24.7,1.18,45.4,50.2,45.5,59.3,true,0.94,0.78,0.71,0.84,0.64,0.55,0.44,0.76,0.69,0.7,0.72,0.51,0.26,0.24,0.23,0.3,0.75,0.85,0.24,0,77.3,80.5,75.3,75.2,low,77.3,77.3,0.81
Future Manufacturing Collective Inc. (Batch 2),Japan,Chemicals,3598.9,3598.9,2648.8,26.4,14473,149921,149921,33258,2126,43,0.26,49.2,1.38,39.9,26.1,60.2,75,true,0.71,0.43,0.43,0.83,0.44,0.79,0.5,0.72,0.58,0.73,0.58,0.61,0.07,0.09,0.05,0.58,0.81,0.53,0.07,0,80.5,82.9,86.8,71,low,80.5,80.5,0.81
Sustainable Construction Inc  (Batch 2),United States,Automotive,4004.8,4004.8,3039.6,24.1,31899,168560,168560,84525,1840,8.9,1.36,40.8,0.83,23.1,28.4,62.9,51.1,true,0.83,0.93,0.69,0.48,0.78,0.63,0.71,0.87,0.7,0.69,0.66,0.86,0.15,0.18,0.13,0.45,0.79,0.87,0.15,0,70.6,72.7,66.4,71.9,low,70.6,70.6,0.81
Premium Textiles & Apparel Manufacturing  (Batch 2),Germany,Automotive,4101.5,4101.5,3892.3,5.1,22386,217752,217752,89090,2183,16.8,1.53,10.8,1.01,28.4,23.5,53.8,80.9,true,0.65,0.76,0.42,0.54,0.69,0.53,0.59,0.55,0.66,0.54,0.79,0.9,0.54,0.57,0.52,0.21,0.82,0.5,0.54,360,0,75,58.5,74.5,high,69.9,0,0.81
Next Food & Beverage Technologies Corp. (Batch 2),South Korea,Chemicals,2655.3,2655.3,1988.8,25.1,9979,192152,192152,54699,1372,5.1,2.29,12.3,1.03,41.7,53,62,73.1,false,0.7,0.81,0.84,0.89,0.42,0.75,0.4,0.49,0.82,0.94,0.89,0.63,0.52,0.52,0.49,0.36,0.58,0.81,0.51,315,0,71.5,52.9,62.8,high,63.3,0,0.81
Summit Automotive Alliance LLC (Batch 2),United Kingdom,Automotive,4937.6,4937.6,4488.3,9.1,22219,277384,277384,72604,1420,24,2.44,49.8,1.3,37.6,26.4,48.2,74.9,true,0.82,0.6,0.87,0.89,0.47,0.62,0.42,0.78,0.68,0.55,0.72,0.6,0.52,0.53,0.5,0.44,0.65,0.52,0.52,330,0,77.2,64.3,68.1,high,70.6,0,0.81
Prime Automotive Dynamics  (Batch 2),India,Energy,2859.9,2859.9,2450.9,14.3,17770,310169,310169,79339,2796,38.9,1.62,41.7,1.32,47,20.7,40.1,84.2,true,0.63,0.61,0.4,0.76,0.55,0.72,0.65,0.48,0.62,0.55,0.67,0.52,0.51,0.52,0.51,0.3,0.64,0.58,0.51,315,0,71.7,74.4,70.5,high,72.1,0,0.81
Summit Energy Technologies Ltd. (Batch 2),Germany,Pharmaceuticals,560.2,560.2,454.3,18.9,2092,93080,93080,27388,658,39.1,1.16,27.3,1.29,52.7,37.2,77.1,52.3,true,0.68,0.73,0.65,0.82,0.54,0.54,0.67,0.78,0.72,0.85,0.51,0.94,0.71,0.74,0.7,0.26,0.54,0.76,0.72,630,0,71.7,73.8,72.1,critical,72.5,0,0.81
Green Manufacturing Services  (Batch 2),China,Pharmaceuticals,4311.6,4311.6,3328.6,22.8,25264,86720,86720,23886,534,65.3,1.65,48.2,1.04,41.9,43.3,73.7,82.2,true,0.78,0.82,0.55,0.82,0.58,0.88,0.89,0.87,0.56,0.74,0.86,0.61,0.69,0.67,0.66,0.3,0.95,0.67,0.67,555,0,89.6,75.5,84.4,high,83.8,0,0.81
Apex Construction Corp Corp. (Batch 2),Singapore,Electronics,1633.5,1633.5,1527.3,6.5,9741,128436,128436,48926,1248,29.3,0.64,17.8,1.23,34.8,38.7,74.2,84.5,false,0.77,0.45,0.47,0.76,0.52,0.73,0.64,0.81,0.7,0.58,0.88,0.71,0.75,0.81,0.74,0.29,0.78,0.76,0.77,705,0,78.8,75.3,68.3,critical,74.6,0,0.81
Mega Chemicals Collective  (Batch 2),Singapore,Chemicals,3233.3,3233.3,2308.6,28.6,17370,247446,247446,64455,1565,5.2,2.28,43.1,1.35,22,44.5,61.9,74.7,false,0.88,0.51,0.76,0.5,0.61,0.87,0.87,0.53,0.6,0.55,0.77,0.77,0.05,0.11,0.05,0.23,0.64,0.77,0.07,0,69.9,71.6,74.2,63.5,low,69.9,69.9,0.81
Modern Energy Works Corp. (Batch 2),France,Technology,4963.6,4963.6,3906.4,21.3,39006,43221,43221,22189,672,58.8,0.74,26.9,1.03,42.1,21.3,40,70.7,false,0.89,0.74,0.74,0.8,0.71,0.57,0.53,0.82,0.9,0.92,0.76,0.73,0.24,0.25,0.22,0.49,0.71,0.68,0.24,0,72.5,87.6,72,52.8,low,72.5,72.5,0.81
Apex Energy Partners Ltd. (Batch 2),Canada,Textiles & Apparel,359.6,359.6,242,32.7,1279,56595,56595,23482,963,52.9,1.6,37.9,0.91,27.2,53,69.7,70.7,true,0.87,0.54,0.91,0.75,0.85,0.65,0.78,0.74,0.52,0.7,0.76,0.85,0.17,0.21,0.15,0.32,0.6,0.57,0.18,0,73.4,75.9,68.1,75.4,low,73.4,73.4,0.81
Innovative Electronics Manufacturing Inc. (Batch 2),Japan,Electronics,1597,1597,1400.6,12.3,6249,144695,144695,49241,979,55.5,0.96,28,1.14,34.4,44.1,49.5,52.3,true,0.64,0.74,0.77,0.72,0.66,0.82,0.89,0.79,0.91,0.68,0.5,0.66,0.28,0.3,0.25,0.32,0.88,0.65,0.28,0,80.1,86.7,79.5,71.9,low,80.1,80.1,0.81
Apex Textiles & Apparel Corp  (Batch 2),India,Textiles & Apparel,1947.3,1947.3,1616.3,17,6035,74740,74740,39251,821,38.6,1.25,21.8,1.23,32.1,38,66.9,87.4,false,0.89,0.85,0.46,0.73,0.89,0.68,0.48,0.64,0.82,0.63,0.89,0.95,0.36,0.38,0.36,0.22,0.52,0.78,0.37,105,0,81.6,72,64.9,medium,73.7,0,0.81
Green Food & Beverage Group LLC (Batch 2),Singapore,Chemicals,685.8,685.8,524,23.6,4424,154961,154961,31901,2622,34,1.82,46.5,1.38,31.1,41.6,43.9,53.6,true,0.8,0.8,0.71,0.81,0.46,0.78,0.41,0.65,0.84,0.9,0.93,0.82,0.34,0.4,0.33,0.27,0.73,0.95,0.36,90,0,70.2,68.1,73.7,medium,70.6,0,0.81
Mega Food & Beverage Corp Corp. (Batch 2),Germany,Manufacturing,314.1,314.1,244.1,22.3,1262,108131,108131,29098,1528,34.7,0.7,35.5,0.93,23.6,25.3,57.2,64.7,false,0.94,0.5,0.95,0.79,0.77,0.64,0.75,0.71,0.81,0.81,0.95,0.63,0.52,0.55,0.5,0.44,0.73,0.91,0.52,330,0,70.4,74.6,58.8,high,68.2,0,0.81
Future Automotive Ventures  (Batch 2),India,Food & Beverage,321,321,302.4,5.8,1314,70455,70455,57913,1312,57.1,1.5,21,0.99,47.1,25,42.9,74.6,false,0.84,0.73,0.62,0.82,0.62,0.95,0.78,0.68,0.52,0.9,0.65,0.56,0.78,0.79,0.78,0.37,0.85,0.78,0.78,720,0,77.1,71.3,59.6,critical,70.1,0,0.81
Elite Pharmaceuticals Ventures Co. (Batch 2),Japan,Automotive,4457.1,4457.1,4136.2,7.2,21165,201115,201115,61191,2278,13.6,0.87,38.2,1.03,46.7,28,69.7,77.7,true,0.63,0.63,0.48,0.57,0.79,0.92,0.42,0.7,0.75,0.86,0.79,0.59,0.67,0.69,0.64,0.31,0.59,0.8,0.67,555,0,74.1,78.5,76.8,high,76.2,0,0.81
Premium Technology Collective LLC (Batch 2),South Korea,Energy,4427.8,4427.8,3391.7,23.4,29780,432923,432923,100612,1791,70.6,2.11,21.9,0.82,37.6,58.9,60,82.9,true,0.79,0.85,0.66,0.74,0.73,0.84,0.5,0.48,0.77,0.61,0.64,0.76,0.74,0.74,0.71,0.36,0.75,0.68,0.73,645,0,91.2,57.5,81.4,critical,78.1,0,0.81
